GAME_DATE_EST	TEAM_ID_home	PTS_home	FG_PCT_home	FT_PCT_home	FG3_PCT_home	AST_home	REB_home	HOME_TEAM_WINS
11/3/2022	1610612740	120	0.5	0.76	0.385	31	40	0
11/3/2022	1610612759	104	0.4	0.698	0.207	15	54	1
11/3/2022	1610612756	112	0.5	0.765	0.306	27	40	0
11/3/2022	1610612747	122	0.527	0.706	0.452	25	37	1
10/3/2022	1610612755	100	0.323	0.867	0.389	19	50	0
10/3/2022	1610612743	102	0.417	0.781	0.226	19	49	0
9/3/2022	1610612766	101	0.424	0.75	0.242	18	46	0
9/3/2022	1610612765	108	0.512	0.765	0.355	25	32	0
9/3/2022	1610612748	90	0.398	0.769	0.303	27	38	0
9/3/2022	1610612749	124	0.5	0.783	0.343	24	50	1
9/3/2022	1610612745	139	0.51	0.947	0.425	25	50	1
9/3/2022	1610612750	132	0.523	0.769	0.423	34	48	1
9/3/2022	1610612740	102	0.441	0.722	0.226	23	41	0
9/3/2022	1610612742	77	0.314	0.68	0.136	11	37	0
9/3/2022	1610612759	104	0.452	0.95	0.281	24	36	0
9/3/2022	1610612762	123	0.519	0.815	0.37	31	50	1
9/3/2022	1610612758	100	0.447	0.667	0.353	24	38	0
9/3/2022	1610612746	115	0.5	1	0.5	21	41	1
8/3/2022	1610612766	121	0.489	0.818	0.317	26	41	0
8/3/2022	1610612754	124	0.538	0.667	0.5	35	38	0
8/3/2022	1610612753	99	0.38	0.88	0.179	17	53	0
8/3/2022	1610612763	132	0.475	0.833	0.364	30	52	1
8/3/2022	1610612760	115	0.5	0.714	0.41	26	36	0
8/3/2022	1610612744	112	0.478	0.846	0.382	33	51	1
7/3/2022	1610612765	113	0.462	0.652	0.364	27	47	1
7/3/2022	1610612755	121	0.488	0.794	0.4	29	38	1
7/3/2022	1610612748	123	0.538	0.786	0.452	26	50	1
7/3/2022	1610612750	124	0.413	0.795	0.302	21	67	1
7/3/2022	1610612742	111	0.443	0.8	0.37	19	43	1
7/3/2022	1610612759	117	0.548	0.533	0.346	28	47	1
7/3/2022	1610612743	131	0.548	0.707	0.313	39	41	1
